"address","business_id","categories","city","is_open","latitude","longitude","name","postal_code","review_count","stars","state"
"5501 Josh Birmingham Pkwy","hV4l-5SEilJwvwteN5pIHQ","Public Services & Government, Police Departments","Charlotte",True,"35","-81","TSA Checkpoint A","28208","10","3","NC"
"9335 Harris Corners Pkwy, Ste 150","XcSQqYKoOma5rfrZISSMBA","Real Estate Services, Home Services, Property Management, Real Estate","Charlotte",True,"35","-81","Invitation Homes - Charlotte Harris Corners","28269","34","2","NC"
"9900 South Blvd","FbN43bWlVs34VKIdxRenlw","Used Car Dealers, Car Dealers, Automotive","Charlotte",True,"35","-81","Town and Country Toyota Used Cars","28273","3","3","NC"
"6111 E Independence Blvd","GOvUF7LXMrSTHg-Hum6bMg","Automotive, Body Shops","Charlotte",False,"35","-81","B&R Body Shop","28212","4","3","NC"
"8401 Medical Plaza Dr, Ste 100","dhoUlgki8qOSrxOVfYH0Ug","Health & Medical, General Dentistry, Cosmetic Dentists, Periodontists, Pediatric Dentists, Dentists","Charlotte",True,"35","-81","Dentistry of the Carolinas - University","28262","5","4","NC"
"8601 University Executive Park Dr","aait_GoXPpYOjS4Hgj74Iw","Japanese, Sushi Bars, Restaurants","Charlotte",True,"35","-81","Nakato Japanese Steakhouse & Sushi Bar","28262","9","3","NC"
"3807 Statesville Ave","zy1B_cz5Urt7dSjfR5TPvw","Gas Stations, Automotive, Food, Convenience Stores","Charlotte",True,"35","-81","Pilot Travel Center","28206","11","2","NC"
"4740 Old Pineville Rd, Ste B","4RRS2YsMJyXW5wLB_wYQeQ","Bakeries, Restaurants, Desserts, Spanish, Food","Charlotte",True,"35","-81","Antojitos Mi Colombia Bakery","28217","23","4","NC"
"3200 Queen City Dr.","wrQgCUGVCE0ofvyF4wWn0g","Hotels, Event Planning & Services, Hotels & Travel","Charlotte",True,"35","-81","Super 8 by Wyndham Charlotte Airport North","28208","24","2","NC"
"309 S Sharon Amity Rd, Ste 202","CHtXvGrh3nzGfAoS2ivahA","Skin Care, Beauty & Spas, Hair Removal, Laser Hair Removal","Charlotte",False,"35","-81","American Laser Skincare","28211","3","3","NC"
"4732 Old Pineville Rd","RTlduo_CPLgwyqGFqbe-Fw","Professional Services, Pets, Office Cleaning","Charlotte",True,"35","-81","Carolina Extreme Clean","28217","3","4","NC"
NULL,"uv7oOS31zKDx4KQRpRiCzQ","Painters, Home Services","Charlotte",True,"35","-81","Adrian's Custom Painting",NULL,"3","2","NC"
"210 E Trade St, Ste B-120","FA_D4vDxRyI-hC0SZJnjnA","Nightlife, American (New), Sports Bars, Restaurants, Bars","Charlotte",False,"35","-81","BlackFinn American Saloon","28202","144","4","NC"
"10012 Benfield Rd, Ste 300","ur3FZlizds6D73-1YOCtxA","Japanese, Salad, Sushi Bars, Restaurants","Charlotte",True,"35","-81","Mr Tokyo Japanese Restaurant","28269","120","4","NC"
"1331 Central Ave","ayMxReqSJKZD1_fZ5aLwgQ","Brewpubs, Breweries, Food","Charlotte",True,"35","-81","Pilot Brewing","28205","16","5","NC"
"1318 Central Ave","ulVEPdmQx9Z3wSKlG3bRUQ","Fitness & Instruction, Nightlife, Dance Studios, Active Life, Dance Clubs","Charlotte",True,"35","-81","Open Door Studios","28205","10","4","NC"
"7233 South Blvd","NG4PhCkaWMxEGffdK0rEMw","Local Services, Self Storage","Charlotte",True,"35","-81","Public Storage","28273","3","4","NC"
"7000 W Wt Harris Blvd","8KUgiCUQptJxrvbVriIO0Q","Fast Food, Restaurants","Charlotte",True,"35","-81","Jack-In-the-Box","28269","31","2","NC"
"2001 E 7th St, Ste B","NkUiO6N42PewTMVArLwdrA","Laundry Services, Local Services, Dry Cleaning & Laundry","Charlotte",True,"35","-81","V Cleaners & Alterations","28204","17","4","NC"
"8918 Blakeney Professional Dr, Ste 100","ZJHyAaCjEkg2hkzdkPqUxg","Dentists, Cosmetic Dentists, Periodontists, Health & Medical, General Dentistry","Charlotte",True,"35","-81","Advanced Dentistry of Blakeney","28277","4","5","NC"
"8720 Pineville Matthews Rd","WQlDFDF6C_QHVmbw_wYiyA","Fast Food, Breakfast & Brunch, Chicken Shop, Restaurants","Charlotte",True,"35","-81","Bojangles' Famous Chicken 'n Biscuits","28226","50","2","NC"
"210 E Trade St, Ste E280","1a9LZNq6qtfzIr24ERDhzw","Pubs, Restaurants, Beer Bar, Bars, Nightlife","Charlotte",True,"35","-81","World of Beer","28202","41","4","NC"
"6500 E Independence Blvd","BGKF3gAh4JEXBZ3-ZHSNrA","Electronics, Shopping, Home Theatre Installation, Automotive, Car Stereo Installation, Home Services","Charlotte",False,"35","-81","Freeman's Stereo Video","28212","12","4","NC"
"230 E Wt Harris Blvd","vn_UN1JnA57hpayj6ETpRQ","Breakfast & Brunch, American (New), Restaurants, American (Traditional), Burgers","Charlotte",True,"35","-81","IHOP","28262","51","3","NC"
"7209 E Wt Harris Blvd, Ste F","vmaZcAK858vwIxEHz3JOXw","Chinese, Seafood, Restaurants","Charlotte",True,"35","-81","Cottage Express","28227","27","3","NC"
"2430 Queen City Dr","uV9yyMyAHKLg2mxUHcHjfg","Electronics, Mattresses, Appliances, Shopping, Home & Garden","Charlotte",True,"35","-81","Queen City Audio Video & Appliances","28208","12","4","NC"
"1709 E Central Ave","lwYRJTkAqaYIXR0RTHmmRQ","Dance Studios, Fitness & Instruction, Active Life","Charlotte",True,"35","-81","AFV Exotic Arts","28205","12","5","NC"
"15105-D John J Delany Dr, Ste 152","HRh0eW97B4gR5k-DlZOzSQ","Home Services, Fences & Gates","Charlotte",True,"35","-81","P Saylor Fence","28277","3","4","NC"
"9605 N Tryon St, Ste V","qZkQR8CCGmeERgHK1Pgk8w","Juice Bars & Smoothies, Specialty Food, Food, Health Markets","Charlotte",True,"35","-81","Smoothie King","28262","15","4","NC"
"8016 Cambridge Commons Dr","Orl_fingezXkQTqKg8iV-w","Nail Salons, Beauty & Spas","Charlotte",True,"35","-81","Fancy Nails & Tan","28215","3","5","NC"
"9500 South Blvd","xE9n9gQfDXGX-YrucZo3oA","Food, Shopping, Beer, Wine & Spirits","Charlotte",True,"35","-81","ABC Liquor Store","28273","7","3","NC"
"4801 N Tryon St, Ste P","kXKnGlup4UhYlQp6Luf9BA","Restaurants, Mexican, Fast Food","Charlotte",False,"35","-81","Taqueria Allende","28213","7","4","NC"
"4600 Park Rd, Ste 124","UZUiGUci8f06RP0g1vXsDA","Blow Dry/Out Services, Beauty & Spas, Hair Stylists, Hair Salons","Charlotte",True,"35","-81","Stella Salon","28209","4","5","NC"
"7321 N Tryon St","Ta_Xq9acPCEeqOV_hiuLHQ","Adult Entertainment, Nightlife","Charlotte",True,"35","-81","Leather And Lace University","28262","3","2","NC"
"1605 Galleria Blvd","IEPnmm0uXaWuGKdNI2ZO_A","Sandwiches, Fast Food, Restaurants, Food, Delis, Food Delivery Services","Charlotte",True,"35","-81","Jimmy John's","28270","18","3","NC"
"1100 Metropolitan Ave, Ste 120","buacGSEw8yLGJo8g-i02wg","Japanese, Seafood, Restaurants, Sushi Bars","Charlotte",True,"35","-81","Pisces Sushi Bar & Lounge","28204","419","4","NC"
"3209 Eastway Dr, Ste 7","O8Nh1NB9Gbtq6xjd9oeI3A","Chinese, Restaurants, Vietnamese","Charlotte",False,"35","-81","Pho Hong","28205","59","5","NC"
"1000 Nc Music Factory Blvd","doRfusCpK9k43vCGIQgkZQ","Arts & Entertainment, Festivals","Charlotte",True,"35","-81","Time Warner Cable BBQ & Blues","28206","7","5","NC"
"200 N Sharon Amity Rd, Ste B","dvmyZygdWES0tJUuuJkBTg","Active Life, Pilates, Trainers, Fitness & Instruction","Charlotte",True,"35","-81","Alternative Fitness Pilates","28211","6","4","NC"
"231 N Graham St, Ste B","phFP1PHyDIDFztq7wU_lyg","Donuts, Ice Cream & Frozen Yogurt, Food","Charlotte",False,"35","-81","Dunkin Donuts Baskin Robbins","28202","10","2","NC"
"2711 Randolph Rd, Ste 510","iLz12tF26pdzJmLNxZ83Dw","Health & Medical, Oral Surgeons, Dentists","Charlotte",True,"35","-81","Moore Kent E, DDS","28207","3","5","NC"
"5401 East Independence Blvd","1oAfhhjyuw2uPniTLX9juw","Auto Repair, Hotels & Travel, Automotive, Body Shops, Car Dealers, Auto Parts & Supplies, Car Rental","Charlotte",True,"35","-81","Town & Country Ford","28212","67","3","NC"
"5230 S Blvd","xUgt16DZ-gq67E2C9VbYgQ","Cuban, Latin American, Caterers, Caribbean, Dominican, Restaurants, Event Planning & Services","Charlotte",True,"35","-81","Punta Cana Restaurant & Grill","28217","112","4","NC"
"8228 Lark Haven Rd","McY0it2T89SmORQ3hbhnPg","Automotive, Towing","Charlotte",True,"35","-81","Corey's Auto Towing","28216","3","2","NC"
"2717 South Blvd","zibinklC3wVDRMhMOsDsoA","Grocery, Shopping, Beer, Wine & Spirits, Flowers & Gifts, Food, Drugstores","Charlotte",True,"35","-81","Harris Teeter","28209","34","4","NC"
"222 S Church St","ThnKK07hDT1haAZFMy6tUQ","Shared Office Spaces, Home Services, Real Estate, Event Planning & Services, Venues & Event Spaces","Charlotte",True,"35","-81","Packard Place","28202","5","5","NC"
"8425 Old Statesville Rd","snC1-DtxoURuPw-keom2GA","Junk Removal & Hauling, Local Services, Home Services, Professional Services, Office Cleaning, Movers","Charlotte",True,"35","-81","Junk-King","28269","7","4","NC"
"214 N Tryon St","aqszoKRB4Ol9bpemt0_-GQ","Asian Fusion, Restaurants, Chinese","Charlotte",True,"35","-81","Soho Bistro","28202","142","4","NC"
"1315 Matheson Ave","nr5YtAjuqYN18mbISH3QKg","General Dentistry, Orthodontists, Health & Medical, Cosmetic Dentists, Dentists","Charlotte",True,"35","-81","Dual Image Dentistry and Orthodontics","28205","3","5","NC"
"3134 The Plz","D4tn-pcvuK8lkv8CidmQig","Pizza, Restaurants","Charlotte",True,"35","-81","Papa John's Pizza","28205","8","2","NC"
", Ste 41","8GOvGafy-u6IqEve-_SUTQ","Eyebrow Services, Eyelash Service, Waxing, Skin Care, Beauty & Spas, Hair Removal, Threading Services","Charlotte",True,"35","-81","Mbody Beauty","60657","12","5","NC"
"9739 Northlake Centre Pkwy","QD76w6JnHHrUGB03YdL44A","Sushi Bars, Japanese, Restaurants, Food, Soup, Desserts","Charlotte",True,"35","-81","Edomae Sushi and Hibachi Grill","28216","99","3","NC"
"3425 David Cox Rd","tYmFO3KoZpYvyDz4f5DLpw","American (Traditional), Restaurants","Charlotte",False,"35","-81","Fanz Sports Grill","28269","12","3","NC"
NULL,"6RYEqXQ3kzSGQEjlSh458Q","Painters, Home Services","Charlotte",True,"35","-81","Five Star Painting of South Charlotte","28211","3","3","NC"
"Charlotte/Douglas International Airport","dFzfm4m8D_WgA2UAkzpLXg","Food, Juice Bars & Smoothies","Charlotte",True,"35","-81","Jamba Juice","28219","80","3","NC"
"9915 Park Cedar Dr","maiuQ1kWCHqAHpwnSlD7fg","Pharmacy, Health & Medical, Shopping, Drugstores","Charlotte",True,"35","-81","CVS Pharmacy","28210","7","3","NC"
"6415 Bannington Rd","osayJGnSKpoL2wquR4GB5Q","General Dentistry, Endodontists, Oral Surgeons, Cosmetic Dentists, Health & Medical, Dentists","Charlotte",True,"35","-81","Markham & Hair DDS","28226","9","5","NC"
"225 N Torrence St","95kJo3h0ksQrVArP9L8euA","Dentists, General Dentistry, Health & Medical","Charlotte",True,"35","-81","Hume, Mitchell D, DMD, PA","28204","3","5","NC"
"4425 Randolph Rd","hLIb1dZcrEpc8dZK1zaKDQ","Food, Bakeries, Health & Medical, Pharmacy, Grocery","Charlotte",True,"35","-81","Publix","28211","12","4","NC"
"1600 Central Ave","SXgVJz5aIvbeCXWvg0ZuNg","Italian, Bars, Pizza, Restaurants, Nightlife","Charlotte",True,"35","-81","The Pizza Peel","28205","157","4","NC"
"8206 Providence Rd, Ste 1600","2SmVDHidtlfAF9bXBn4XwQ","Chicken Wings, Italian, Pizza, Restaurants","Charlotte",True,"35","-81","Pizza Hut","28277","11","2","NC"
"1320 S Church St","DQIZ35zW26988gl4q_fDHA","Beer, Wine & Spirits, Pubs, Beer Gardens, American (New), Grocery, Nightlife, Food, Beer Bar, Restaurants, Bars","Charlotte",True,"35","-81","Craft Tasting Room & Growler Shop","28203","143","5","NC"
"304 E Worthington Ave","GxiYMg1OyXN958bN8-7Vhw","Massage, Beauty & Spas, Hair Extensions, Eyebrow Services, Nail Salons, Eyelash Service, Tanning, Blow Dry/Out Services, Spray Tanning, Men's Hair Salons, Waxing, Skin Care, Hair Salons, Day Spas, Hair Removal, Hair Stylists","Charlotte",True,"35","-81","Therapy Hair Salon and Spa","28203","122","5","NC"
"6110 Carriage Oaks Dr","DRgbr4bDT_OJT9-CLq-M4w","IT Services & Computer Repair, Local Services","Charlotte",True,"35","-81","Affordable Computer Repair By DJ","28262","13","4","NC"
"5625 E Independence Blvd","BraxuC0XYoBgUCP_C5CAHg","Car Dealers, Automotive, Auto Repair","Charlotte",False,"35","-81","Folger Kia East Charlotte","28212","9","4","NC"
"2001 Vail Ave, Ste 400","9aTzTX_7-Zfi7nTS_phhfg","Medical Centers, Health & Medical","Charlotte",True,"35","-81","Elizabeth Family Medicine","28207","3","4","NC"
"11530 North Tryon St","QKd3umt3SwBSCX3vmPSYbg","Drugstores, Shopping, Electronics, Food, Grocery, Department Stores, Fashion, Discount Store","Charlotte",True,"35","-81","Walmart Neighborhood Market","28262","6","4","NC"
"2008 Commonwealth Ave","pVTZI5cVp-d9pElRQRYt8g","Accessories, Home & Garden, Shopping, Home Decor, Fashion, Antiques","Charlotte",True,"35","-81","Moxie Mercantile","28205","5","5","NC"
"1848 Galleria Blvd","YwCes8FAChLpisVhF7FKLw","Beauty & Spas, Cosmetics & Beauty Supply, Shopping","Charlotte",True,"35","-81","Sally Beauty Supply","28270","3","3","NC"
NULL,"7rvjZttmZvOdbYhMp1i0qA","Food, Food Trucks","Charlotte",True,"35","-81","Masa Casa","28205","10","5","NC"
"9510 University City Blvd, Ste 101","ZMEax9auuGMUPqxl2D3kLA","Restaurants, Indian, Pakistani","Charlotte",True,"35","-81","Passage To India","28213","286","4","NC"
"400 E Morehead St","apgf_1gBlPhFK_Rh26NTPA","Bars, Pubs, Nightlife","Charlotte",False,"35","-81","Morehead Street Tavern","28202","6","3","NC"
"710 Yorkmont Rd.","u1EdUimhxn3Bqo-CxtPQMQ","Event Planning & Services, Hotels & Travel, Hotels","Charlotte",True,"35","-81","Extended Stay America - Charlotte - Airport","28217","24","2","NC"
"1520 Pacific St","E5EnN97p-3ScDrIyXaX3dA","Windshield Installation & Repair, Automotive, Auto Glass Services","Charlotte",True,"35","-81","Mike's Auto Glass","28208","7","4","NC"
"6000 Fairview Rd, Ste 1200","VyBpsAH_KbeAo2u3j_I5ow","Lawyers, Divorce & Family Law, Professional Services","Charlotte",False,"35","-81","Rosen Law Firm","28210","3","5","NC"
"1320 Nandina St","0qumOKgxIjkDFbjMVcWf9g","Automotive, Auto Parts & Supplies, Local Services, Furniture Reupholstery","Charlotte",True,"35","-81","C Fredrick's Automotive Interiors","28205","5","5","NC"
"9571-A South Blvd","Z1QlI4pmvFhakm5bWxSl2Q","Sporting Goods, Active Life, Shopping, Golf Equipment, Golf","Charlotte",False,"35","-81","Golfsmith","28273","3","3","NC"
"8710 S Tryon St","4I_e_jA1C2b9D98zc98zOA","Salad, Sandwiches, Nightlife, Steakhouses, Bars, Restaurants, Burgers, Sports Bars, American (Traditional)","Charlotte",False,"35","-81","Applebee's Neighborhood Grill & Bar","28273","45","2","NC"
"550 S Caldwell St","IAcNSk2bp-0yk-ugitFwVw","Food, Coffee & Tea","Charlotte",True,"35","-81","The Coffee Priest","28202","7","4","NC"
"5664 International Dr","7UY-UK2_q4BmNkhlzgBA9g","Team Building Activities, Active Life, Challenge Courses, Event Planning & Services","Charlotte",True,"35","-81","Kinetic Heights","28270","16","4","NC"
"7804 Rea Rd, Ste A","0PVu9kNE_mhKww_eHAQF7g","Restaurants, Mediterranean, Basque, Spanish","Charlotte",False,"35","-81","Miro Spanish Grill","28277","63","4","NC"
"210 E Trade St","15UQ8FBri4HLdtgjHKhiPA","Flowers & Gifts, Gift Shops, Convenience Stores, Food, Shopping","Charlotte",False,"35","-81","Sundries Epicentre","28202","5","4","NC"
"3609 South Blvd","WksJ0azJ63ijYh0p2HFZHA","Latin American, Restaurants, Mexican, Caribbean","Charlotte",False,"35","-81","Casa Grande Restaurant","28209","12","4","NC"
"3429 Toringdon Way, Ste 104","DTJ9_6yKye0Ul2qG45vGKw","Restaurants, Gluten-Free, Specialty Food, Juice Bars & Smoothies, Food, Fast Food, Vegetarian","Charlotte",True,"35","-81","Grabbagreen Charlotte Ballantyne","28277","21","4","NC"
"4732 Sharon Rd, Ste 2M","1epnf9_h9FzURMd7SuIGvg","Sports Wear, Outdoor Gear, Fishing, Shopping, Fashion, Sporting Goods, Active Life, Shoe Stores","Charlotte",True,"35","-81","Jesse Brown's Outdoors","28210","12","4","NC"
"12330 Johnston Rd","a76SwwCXPZ7sIy3FkX-rxw","Restaurants, Burgers, American (New), American (Traditional)","Charlotte",False,"35","-81","Ruby Tuesday","28277","40","4","NC"
"1608 E Blvd","Ka3z0iudeviL2nEKZ4BeYg","Food, Mexican, Tex-Mex, Restaurants","Charlotte",False,"35","-81","Tijuana Flats","28203","49","4","NC"
"10421 S Tryon St","u4tzhYZ2yGs6RRDhF8nM8g","Hotels & Travel, Car Rental","Charlotte",True,"35","-81","Enterprise Rent-A-Car","28273","8","3","NC"
"1930 Camden Rd, Ste 120","j8QO85TeU_g2QgZYsIn0kw","Cycling Classes, Gyms, Active Life, Fitness & Instruction, Barre Classes","Charlotte",True,"35","-81","First Wind Cycling & Fitness","28203","29","5","NC"
"8147 University City Blvd","6nRhCAADsy2uyPZeF8WrLQ","Arts & Crafts, Shopping, Fabric Stores, Art Supplies","Charlotte",False,"35","-81","Hobby Lobby","28213","13","4","NC"
"222 E Bland St","PL_dfp1B_ogDaBwW_9MJ2w","Gastropubs, Music Venues, Food, Pubs, Nightlife, Sports Bars, Restaurants, American (Traditional), Arts & Entertainment, Breweries, Bars","Charlotte",False,"35","-81","World of Beer","28203","66","4","NC"
"2028 E 7th St, Ste 102, RAFAEL'S SALON","_WgtxsnqMnkZtA7oF3wOcg","Blow Dry/Out Services, Hair Extensions, Beauty & Spas, Hair Stylists, Hair Salons","Charlotte",True,"35","-81","Balayage by Danielle","28204","10","5","NC"
"1430 S Mint St, Ste 106","hXrB-fR-uZF-i3ru7tKHcg","Property Management, Commercial Real Estate, Real Estate Services, Real Estate, Real Estate Agents, Home Services","Charlotte",True,"35","-81","Showcase Realty","28203","12","4","NC"
"710 W Trade St","ysa5MEfWqybujFjsiXq7Lg","Pizza, Restaurants","Charlotte",False,"35","-81","Pie Town","28263","17","3","NC"
"7404 Waverly Walk Ave, Ste I-3","8hnEVC9ytSfv8y-qQZef5Q","Burgers, Restaurants, American (Traditional), Steakhouses","Charlotte",True,"35","-81","Ted's Montana Grill - Waverly","28277","143","3","NC"
NULL,"StkhA5PmFmizjeJNWow_Gg","Shades & Blinds, Shutters, Interior Design, Home Services","Charlotte",True,"35","-81","Simply Shutters Shades and Blinds","28134","4","5","NC"
"725 Valleydale Rd","oHxqu3x5Jv_CqHMG27HkkQ","Motorcycle Repair, Automotive","Charlotte",True,"35","-81","TH3 Racing","28214","4","4","NC"
"7731 Colony Rd","suVeJNfzhTNwBYcngUHZjw","Restaurants, Sushi Bars, Japanese","Charlotte",False,"35","-81","Mai Japanese Restaurant","28226","16","3","NC"
"5501 Josh Birmingham Pkwy","yQab5dxZzgBLTEHCw9V7_w","Hotels & Travel, Airports","Charlotte",True,"35","-81","Charlotte Douglas International Airport","28208","1834","4","NC"
"9040 Nations Ford Rd","3Gfnk_JV8zGH4QonOImQeA","Health & Medical, Pediatricians, Medical Centers, Family Practice, Urgent Care, Doctors","Charlotte",True,"35","-81","First Care Medical Clinic - Charlotte","28273","3","1","NC"
"741 Westinghouse Blvd","Ye6OefmQMuP-kv1RgK7HLQ","Cabinetry, Home Services, Professional Services, Countertop Installation, Home & Garden, Kitchen & Bath, Shopping, Marketing","Charlotte",True,"35","-81","Queen City Kitchens","28273","9","4","NC"
"1501 W Blvd, Ste C","XoobI2inEyRIha0g_aPf6Q","Beauty & Spas, Nail Salons, Cosmetics & Beauty Supply, Shopping, Hair Extensions, Hair Salons","Charlotte",True,"35","-81","MAD Beauty","28208","7","4","NC"
"1440 S Tryon St, Ste 105","Ku_qQVoMA02kFZiu55_UwA","Nightlife, Beer, Wine & Spirits, Food, American (New), Restaurants, Beer Gardens","Charlotte",True,"35","-81","The Brass Tap","28203","129","3","NC"
"12820-100 S Tryon St","xG4kwb9v8U3cwCSVcjP8mg","Insurance, Financial Services","Charlotte",True,"35","-81","William Buchanan - Nationwide Insurance","28273","4","2","NC"
"8334 Pineville Mathews Rd, Ste 103-251","mnplFnw_YpBSBN5G0WCHyA","Food Trucks, Food","Charlotte",True,"35","-81","Cheese To The Mac","28226","6","2","NC"
"4525 Cameron Valley Pkwy","YE55riIHyVuC9NfkcU9eFg","Health & Medical, Urgent Care, Doctors","Charlotte",True,"35","-81","Carolinas Healthcare Urgent Care","28211","12","3","NC"
"200 S Tryon St, Ste 1600","WNKyd6qSMT6pXst48CcJIQ","Hotels & Travel, Travel Services, Local Flavor, Public Services & Government","Charlotte",True,"35","-81","Charlotte Center City Partners","28202","3","4","NC"
"7741 Ballantyne Commons Pkwy, Ste 102","aXTGOHu1tPz4Ka6G12hB-Q","Health & Medical, General Dentistry, Dentists, Cosmetic Dentists","Charlotte",True,"35","-81","South Charlotte Family & Cosmetic Dentistry","28277","8","5","NC"
"8318 Pineville Matthews Rd, Ste 708","avY_hTYnGZhEsPRikauB9g","Health & Medical, Medical Centers, Laboratory Testing, Diagnostic Services","Charlotte",True,"35","-81","Any Lab Test Now Charlotte","28226","7","5","NC"
"2130 E Arbors Dr, Ste 125","NhwwW_5JxYHQE4Zlfhu_5w","Cajun/Creole, Vietnamese, Seafood, Restaurants","Charlotte",True,"35","-81","Flamin Kitchen","28262","68","4","NC"
"500 E Morehead St, ste 150-B","hOSBQa3OvrwqZXVDJMqAag","Food, Coffee & Tea, Juice Bars & Smoothies, Breakfast & Brunch, Restaurants","Charlotte",True,"35","-81","Joe and Nosh","28202","33","4","NC"
"300 N Poplar St","H_-LcX-Yx46ZArn1YY6twA","Active Life, Parks","Charlotte",False,"35","-81","Fourth Ward Neighborhood Park","28202","10","4","NC"
